Departamento,Provincia,Distrito,Municipalidades,DNI,Funcionario,Sueldo
Lambayeque,Lambayeque,Chochope,MUNICIPALIDAD DE CHOCHOPE,55234706,NO,0
Lambayeque,Lambayeque,Chochope,MUNICIPALIDAD DE CHOCHOPE,32625628,NO,0
Lambayeque,Lambayeque,Chochope,MUNICIPALIDAD DE CHOCHOPE,38173021,NO,0
Lambayeque,Lambayeque,Chochope,MUNICIPALIDAD DE CHOCHOPE,30428249,SI,3500
Lambayeque,Lambayeque,Chochope,MUNICIPALIDAD DE CHOCHOPE,42067770,NO,0
Lambayeque,Lambayeque,Illimo,MUNICIPALIDAD DE ILLIMO,58586943,NO,0
Lambayeque,Lambayeque,Illimo,MUNICIPALIDAD DE ILLIMO,42236936,NO,0
Lambayeque,Lambayeque,Illimo,MUNICIPALIDAD DE ILLIMO,90151234,NO,0
Lambayeque,Lambayeque,Jayanca,MUNICIPALIDAD DE JAYANCA,32136603,NO,0
Lambayeque,Lambayeque,Jayanca,MUNICIPALIDAD DE JAYANCA,22654685,NO,0
Lambayeque,Lambayeque,Jayanca,MUNICIPALIDAD DE JAYANCA,81711695,NO,0
Lambayeque,Lambayeque,Jayanca,MUNICIPALIDAD DE JAYANCA,95087695,NO,0
Lambayeque,Lambayeque,Jayanca,MUNICIPALIDAD DE JAYANCA,95713223,NO,0
Lambayeque,Lambayeque,Jayanca,MUNICIPALIDAD DE JAYANCA,46536504,NO,0
Lambayeque,Lambayeque,Jayanca,MUNICIPALIDAD DE JAYANCA,60962629,NO,0
Lambayeque,Lambayeque,Mochumi,MUNICIPALIDAD DE MOCHUMI,84789676,NO,0
Lambayeque,Lambayeque,Morrope,MUNICIPALIDAD DE MORROPE,90320735,NO,0
Lambayeque,Lambayeque,Morrope,MUNICIPALIDAD DE MORROPE,13634737,NO,0
Lambayeque,Lambayeque,Morrope,MUNICIPALIDAD DE MORROPE,94378697,NO,0
Lambayeque,Lambayeque,Morrope,MUNICIPALIDAD DE MORROPE,95270057,NO,0
Lambayeque,Lambayeque,Motupe,MUNICIPALIDAD DE MOTUPE,18703642,SI,5000
Lambayeque,Lambayeque,Olmos,MUNICIPALIDAD DE OLMOS,26828172,NO,0
Lambayeque,Lambayeque,Pacora,MUNICIPALIDAD DE PACORA,66570631,NO,0
Lambayeque,Lambayeque,Pacora,MUNICIPALIDAD DE PACORA,83940895,NO,0
Lambayeque,Lambayeque,Salas,MUNICIPALIDAD DE SALAS,31380256,NO,0
Lambayeque,Lambayeque,Salas,MUNICIPALIDAD DE SALAS,27473771,NO,0
Lambayeque,Lambayeque,San José,MUNICIPALIDAD DE SAN JOSÉ,73938416,NO,0
Lambayeque,Lambayeque,Tucume,MUNICIPALIDAD DE TUCUME,63824920,NO,0
Lima,Lima,null,null,null,null,0
Lima,Barranca,null,null,null,null,0
Lima,Cajatambo,null,null,null,null,0
Lima,Canta,null,null,null,null,0
Lima,Cañete,null,null,null,null,0
Lima,Huaral,null,null,null,null,0
Lima,Huarochirí,null,null,null,null,0
Lima,Huaura,null,null,null,null,0
Lima,Oyón,null,null,null,null,0
Lima,Yauyos,null,null,null,null,0
Loreto,Maynas,null,null,null,null,0
Loreto,Alto Amazonas,null,null,null,null,0
Loreto,Loreto,null,null,null,null,0
Loreto,Mariscal Ramón Castilla,null,null,null,null,0
Loreto,Requena,null,null,null,null,0
Loreto,Ucayali,null,null,null,null,0
Loreto,Datem del Marañón,null,null,null,null,0
Loreto,Putumayo,null,null,null,null,0
Madre de Dios,Tambopata,null,null,null,null,0
Madre de Dios,Manu,null,null,null,null,0
Madre de Dios,Tahuamanu,null,null,null,null,0
Moquegua,Mariscal Nieto,Moquegua,MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO ?MOQUEGUA,5621392,NO,0
Moquegua,Mariscal Nieto,Carumas,"MUNICIPALIDAD DISTRITAL DE CARUMAS",7272343,NO,0
Moquegua,Mariscal Nieto,Cuchumbaya,MUNICIPALIDAD DISTRITAL DE CUCHUMBAYA,1300392,NO,0
Moquegua,Mariscal Nieto,Samegua,MUNICIPALIDAD DISTRITAL DE SAMEGUA,3332592,NO,0
Moquegua,Mariscal Nieto,San Cristóbal,"MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL",7324522,NO,0
Moquegua,Mariscal Nieto,Torata,MUNICIPALIDAD DISTRITAL DE TORATA,3332432,NO,0
Moquegua,General Sánchez Cerro,Omate,MUNICIPALIDAD PROVINCIAL DE GENERALSANCHEZ CERRO ?OMATE,5465221,SI,3500
Moquegua,General Sánchez Cerro,Chojata,MUNICIPALIDAD DISTRITAL DE CHOJATA,9855232,NO,0
Moquegua,General Sánchez Cerro,Coalaque,MUNICIPALIDAD DISTRITAL DE COALAQUE,2310011,NO,0
Moquegua,General Sánchez Cerro,Ichuña,MUNICIPALIDAD DISTRITAL DE ICHUÑA,2125666,NO,0
Moquegua,General Sánchez Cerro,La Capilla,MUNICIPALIDAD DISTRITAL DE LA CAPILLA,3427767,NO,0
Moquegua,General Sánchez Cerro,Lloque,MUNICIPALIDAD DISTRITAL DE LLOQUE,3375671,NO,0
Moquegua,General Sánchez Cerro,Matalaque,MUNICIPALIDAD DISTRITAL DE MATALAQUE,4543100,NO,0
Moquegua,General Sánchez Cerro,Puquina,MUNICIPALIDAD DISTRITAL DE PUQUINA,2037392,SI,5000
Moquegua,General Sánchez Cerro,Quinistaquillas,MUNICIPALIDAD DISTRITAL DE QUINISTAQUILLAS,4044232,NO,0
Moquegua,General Sánchez Cerro,Ubinas,MUNICIPALIDAD DISTRITAL DE UBINAS,9852321,NO,0
Moquegua,General Sánchez Cerro,Yunga,MUNICIPALIDAD DISTRITAL DE YUNGA,3310221,NO,0
Moquegua,Ilo,Ilo,MUNICIPALIDAD PROVINCIAL DE ILO,3025621,NO,0
Moquegua,Ilo,El Algarrobal,MUNICIPALIDAD DISTRITAL DE EL ALGARROBAL,3427302,NO,0
Moquegua,Ilo,Pacocha,MUNICIPALIDAD DISTRITAL DE PACOCHA,4027727,NO,0
Pasco,Pasco,null,null,null,null,0
Pasco,Daniel Alcides Carrión,null,null,null,null,0
Pasco,Oxapampa,null,null,null,null,0
Piura,Piura,null,null,null,null,0
Piura,Ayabaca,null,null,null,null,0
Piura,Huancabamba,null,null,null,null,0
Piura,Morropón,null,null,null,null,0
Piura,Paita,null,null,null,null,0
Piura,Sullana,null,null,null,null,0
Piura,Talara,null,null,null,null,0
Piura,Sechura,null,null,null,null,0
Puno,Puno,null,null,null,null,0
Puno,Azángaro,null,null,null,null,0
Puno,Carabaya,null,null,null,null,0
Puno,Chucuito,null,null,null,null,0
Puno,El Collao,null,null,null,null,0
Puno,Huancané,null,null,null,null,0
Puno,Lampa,null,null,null,null,0
Puno,Melgar,null,null,null,null,0
Puno,Moho,null,null,null,null,0
Puno,San Antonio de Putina,null,null,null,null,0
Puno,San Román,null,null,null,null,0
Puno,Sandia,null,null,null,null,0
Puno,Yunguyo,null,null,null,null,0
San Martín,Moyobamba,null,null,null,null,0
San Martín,Bellavista,null,null,null,null,0
San Martín,El Dorado,null,null,null,null,0
San Martín,Huallaga,null,null,null,null,0
San Martín,Lamas,null,null,null,null,0
San Martín,Mariscal Cáceres,null,null,null,null,0
San Martín,Picota,null,null,null,null,0
San Martín,Rioja,null,null,null,null,0
San Martín,San Martín,null,null,null,null,0
San Martín,Tocache,null,null,null,null,0
Tacna,Tacna,Tacna,MUNICIPALIDAD PROVINCIAL DE TACNA,4627392,NO,0
Tacna,Tacna,Alto de la Alianza,MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA,7272342,NO,0
Tacna,Tacna,Calana,MUNICIPALIDAD DISTRITAL DE CALANA,1600392,NO,0
Tacna,Tacna,Ciudad Nueva,MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA,2162592,SI,5000
Tacna,Tacna,Inclan,MUNICIPALIDAD DISTRITAL DE INCLAN,4534555,SI,3500
Tacna,Tacna,Pachia,MUNICIPALIDAD DISTRITAL DE PACHIA,5532434,NO,0
Tacna,Tacna,Palca,MUNICIPALIDAD DISTRITAL DE PALCA,5465665,NO,0
Tacna,Tacna,Pocollay,MUNICIPALIDAD DISTRITAL DE POCOLLAY,7655434,NO,0
Tacna,Tacna,Sama,MUNICIPALIDAD DISTRITAL DE SAMA,6560044,NO,0
Tacna,Tacna,Coronel Gregorio Albarracín Lanchipa,MUNICIPALIDAD DISTRITAL DE CORONEL GREGORIO ALBARRACIN LANCHIPA,4235666,NO,0
Tacna,Tacna,La Yarada los Palos,MUNICIPALIDAD DISTRITAL DE LAYARADA LOS PALOS,5657767,NO,0
Tacna,Candarave,Candarave,MUNICIPALIDAD PROVINCIAL DE CANDARAVE,6575676,NO,0
Tacna,Candarave,Cairani,MUNICIPALIDAD DISTRITAL DE CAIRANI,4543125,NO,0
Tacna,Candarave,Camilaca,MUNICIPALIDAD DISTRITAL DE CAMILACA,4627392,NO,0
Tacna,Candarave,Curibaya,MUNICIPALIDAD DISTRITAL DE CURIBAYA,4344242,SI,3000
Tacna,Candarave,Huanuara,MUNICIPALIDAD DISTRITAL DE HUANUARA,4022122,NO,0
Tacna,Candarave,Quilahuani,MUNICIPALIDAD DISTRITAL DE QUILAHUANI,9852310,NO,0
Tacna,Jorge Basadre,Locumba,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE ?LOCUMBA,4210221,NO,0
Tacna,Jorge Basadre,Ilabaya,MUNICIPALIDAD DISTRITAL DE ILABAYA,3025300,NO,0
Tacna,Jorge Basadre,Ite,MUNICIPALIDAD DISTRITAL DE ITE,3027302,NO,0
Tacna,Tarata,Tarata,MUNICIPALIDAD PROVINCIAL DE TARATA,5224727,NO,0
Tacna,Tarata,Héroes Albarracín,MUNICIPALIDAD DISTRITAL DE HEROES ALBARRACIN,4324325,SI,2500
Tacna,Tarata,Estique,MUNICIPALIDAD DISTRITAL DE ESTIQUE,9566705,NO,0
Tacna,Tarata,Estique-Pampa,MUNICIPALIDAD DISTRITAL DE ESTIQUE?PAMPA,4332432,NO,0
Tacna,Tarata,Sitajara,MUNICIPALIDAD DISTRITAL DE SITAJARA,6574631,NO,0
Tacna,Tarata,Susapaya,MUNICIPALIDAD DISTRITAL DE SUSAPAYA,6576590,NO,0
Tacna,Tarata,Tarucachi,MUNICIPALIDAD DISTRITAL DE TARUCACHI,7879554,NO,0
Tacna,Tarata,Ticaco,MUNICIPALIDAD DISTRITAL DE TICACO,5543332,NO,0
Tumbes,Tumbes,Tumbes,MUNICIPALIDAD DISTRITAL DE TUMBES,25432528,NO,0
Tumbes,Tumbes,Tumbes,MUNICIPALIDAD DISTRITAL DE TUMBES,40355238,NO,0
Tumbes,Tumbes,Tumbes,MUNICIPALIDAD DISTRITAL DE TUMBES,50226237,NO,0
Tumbes,Tumbes,Corrales,MUNICIPALIDAD DE CORRALES,57594474,NO,0
Tumbes,Tumbes,Corrales,MUNICIPALIDAD DE CORRALES,42404574,SI,2500
Tumbes,Tumbes,Corrales,MUNICIPALIDAD DE CORRALES,53432235,NO,0
Tumbes,Tumbes,Corrales,MUNICIPALIDAD DE CORRALES,70458493,NO,0
Tumbes,Tumbes,Corrales,MUNICIPALIDAD DE CORRALES,91809743,NO,0
Tumbes,Tumbes,La Cruz,MUNICIPALIDAD DE LA CRUZ,51026952,NO,0
Tumbes,Tumbes,La Cruz,MUNICIPALIDAD DE LA CRUZ,96291415,NO,0
Tumbes,Tumbes,La Cruz,MUNICIPALIDAD DE LA CRUZ,91819390,NO,0
Tumbes,Tumbes,Pampas de Hospital,MUNICIPALIDAD DE PAMPAS DE HOSPITAL,40707357,SI,3000
Tumbes,Tumbes,Pampas de Hospital,MUNICIPALIDAD DE PAMPAS DE HOSPITAL,79710530,NO,0
Tumbes,Tumbes,Pampas de Hospital,MUNICIPALIDAD DE PAMPAS DE HOSPITAL,55028527,NO,0
Tumbes,Tumbes,Pampas de Hospital,MUNICIPALIDAD DE PAMPAS DE HOSPITAL,82336306,NO,0
Tumbes,Tumbes,San Jacinto,MUNICIPALIDAD DE SAN JACINTO,37580972,NO,0
Tumbes,Tumbes,San Jacinto,MUNICIPALIDAD DE SAN JACINTO,96741806,NO,0
Tumbes,Tumbes,San Jacinto,MUNICIPALIDAD DE SAN JACINTO,61884825,NO,0
Tumbes,Tumbes,San Juan de la Virgen,MUNICIPALIDAD DE SAN JUAN DE LA VIRGEN,51462435,NO,0
Tumbes,Contralmirante Villar,Zorritos,MUNICIPALIDAD DE ZORRITOS,88988942,NO,0
Tumbes,Contralmirante Villar,Casitas,MUNICIPALIDAD DE CASITAS,37930069,NO,0
Tumbes,Contralmirante Villar,Casitas,MUNICIPALIDAD DE CASITAS,31751028,NO,0
Tumbes,Contralmirante Villar,Canoas de Punta Sal,MUNICIPALIDAD DE CANOAS DE PUNTA SAL,55015208,NO,0
Tumbes,Contralmirante Villar,Canoas de Punta Sal,MUNICIPALIDAD DE CANOAS DE PUNTA SAL,22579931,NO,0
Tumbes,Contralmirante Villar,Canoas de Punta Sal,MUNICIPALIDAD DE CANOAS DE PUNTA SAL,53729180,NO,0
Tumbes,Contralmirante Villar,Canoas de Punta Sal,MUNICIPALIDAD DE CANOAS DE PUNTA SAL,88612021,NO,0
Tumbes,Zarumilla,Zarumilla,MUNICIPALIDAD DE ZARUMILLA,32157909,NO,0
Tumbes,Zarumilla,Aguas Verdes,MUNICIPALIDAD DE AGUAS VERDES,29943635,NO,0
Tumbes,Zarumilla,Aguas Verdes,MUNICIPALIDAD DE AGUAS VERDES,68278159,SI,3500
Tumbes,Zarumilla,Aguas Verdes,MUNICIPALIDAD DE AGUAS VERDES,15599573,NO,0
Tumbes,Zarumilla,Aguas Verdes,MUNICIPALIDAD DE AGUAS VERDES,87771917,NO,0
Tumbes,Zarumilla,Matapalo,MUNICIPALIDAD DE MATAPALO,85502543,NO,0
Tumbes,Zarumilla,Matapalo,MUNICIPALIDAD DE MATAPALO,87814510,NO,0
Tumbes,Zarumilla,Matapalo,MUNICIPALIDAD DE MATAPALO,33345767,NO,0
Tumbes,Zarumilla,Papayal,MUNICIPALIDAD DE PAPAYAL,96233062,NO,0
Tumbes,Zarumilla,Papayal,MUNICIPALIDAD DE PAPAYAL,87392295,SI,5000
Ucayali,Coronel Portillo,null,null,null,null,0
Ucayali,Atalaya,null,null,null,null,0
Ucayali,Padre Abad,null,null,null,null,0
Ucayali,Purús,null,null,null,null,0
